row_index,reason,original_src,original_dst
54159,src_unresolved:MRA|ID:5804.0,MRA,TUN
54223,dst_unresolved:MRA|ID:5804.0,TUN,MRA
56877,src_unresolved:IGM|ID:6132.0,IGM,PGA
56977,dst_unresolved:IGM|ID:6132.0,LAX,IGM
58064,src_unresolved:DIW|ID:7562.0,DIW,KCT
58082,dst_unresolved:DIW|ID:7562.0,KCT,DIW
60722,src_unresolved:CBS|ID:nan,CBS,CCS
60727,dst_unresolved:CBS|ID:nan,CCS,CBS
61568,dst_unresolved:THD|ID:9135.0,SGN,THD
61581,src_unresolved:THD|ID:9135.0,THD,SGN
61869,dst_unresolved:KXU|ID:nan,KHZ,KXU
61871,src_unresolved:KXU|ID:nan,KXU,PPT
61900,dst_unresolved:RKA|ID:nan,PPT,RKA
61918,src_unresolved:RKA|ID:nan,RKA,KHZ
62634,dst_unresolved:MLH|ID:nan,BEG,MLH
62883,src_unresolved:MLH|ID:nan,MLH,BEG
62884,src_unresolved:MLH|ID:nan,MLH,SKP
62885,src_unresolved:MLH|ID:nan,MLH,TZL
62963,dst_unresolved:MLH|ID:nan,SKP,MLH
63027,dst_unresolved:MLH|ID:nan,TZL,MLH
63159,dst_unresolved:FDE|ID:4389.0,BGO,FDE
63207,src_unresolved:FDE|ID:4389.0,FDE,BGO
63208,src_unresolved:FDE|ID:4389.0,FDE,OSL
63210,dst_unresolved:FDE|ID:4389.0,FRO,FDE
63270,dst_unresolved:FDE|ID:4389.0,OSL,FDE
65390,src_unresolved:EXI|ID:7141.0,EXI,JNU
65391,dst_unresolved:EXI|ID:7141.0,JNU,EXI
65392,dst_unresolved:KAE|ID:7243.0,JNU,KAE
65393,src_unresolved:KAE|ID:7243.0,KAE,JNU
66005,dst_unresolved:GSM|ID:5712.0,DXB,GSM
66007,src_unresolved:GSM|ID:5712.0,GSM,DXB
66226,src_unresolved:MCM|ID:4264.0,MCM,NCE
66227,dst_unresolved:MCM|ID:4264.0,NCE,MCM
66294,src_unresolved:CGA|ID:7144.0,CGA,KLW
66295,src_unresolved:CGA|ID:7144.0,CGA,KTN
66296,src_unresolved:HYL|ID:7145.0;dst_unresolved:KTB|ID:7147.0,HYL,KTB
66297,src_unresolved:HYL|ID:7145.0,HYL,KTN
66298,dst_unresolved:CGA|ID:7144.0,KLW,CGA
66299,src_unresolved:KTB|ID:7147.0;dst_unresolved:HYL|ID:7145.0,KTB,HYL
66300,dst_unresolved:CGA|ID:7144.0,KTN,CGA
66301,dst_unresolved:HYL|ID:7145.0,KTN,HYL
66302,dst_unresolved:KWF|ID:nan,KTN,KWF
66304,src_unresolved:KWF|ID:nan,KWF,KTN
66657,dst_unresolved:NTG|ID:5475.0,CAN,NTG
66709,dst_unresolved:NTG|ID:5475.0,CKG,NTG
66813,dst_unresolved:NTG|ID:5475.0,DLC,NTG
67056,src_unresolved:NTG|ID:5475.0,NTG,CAN
67057,src_unresolved:NTG|ID:5475.0,NTG,CKG
67058,src_unresolved:NTG|ID:5475.0,NTG,DLC
67059,src_unresolved:NTG|ID:5475.0,NTG,PEK
67060,src_unresolved:NTG|ID:5475.0,NTG,SHE
67061,src_unresolved:NTG|ID:5475.0,NTG,SZX
67062,src_unresolved:NTG|ID:5475.0,NTG,TSN
67063,src_unresolved:NTG|ID:5475.0,NTG,XMN
67113,dst_unresolved:NTG|ID:5475.0,PEK,NTG
67180,dst_unresolved:NTG|ID:5475.0,SHE,NTG
67227,dst_unresolved:NTG|ID:5475.0,SZX,NTG
67278,dst_unresolved:NTG|ID:5475.0,TSN,NTG
67383,dst_unresolved:NTG|ID:5475.0,XMN,NTG
67443,dst_unresolved:MLH|ID:nan,ALG,MLH
67455,dst_unresolved:MLH|ID:nan,CZL,MLH
67468,src_unresolved:MLH|ID:nan,MLH,ALG
67469,src_unresolved:MLH|ID:nan,MLH,CZL
67470,src_unresolved:MLH|ID:nan,MLH,ORN
67471,src_unresolved:MLH|ID:nan,MLH,QSF
67483,dst_unresolved:MLH|ID:nan,ORN,MLH
67502,dst_unresolved:MLH|ID:nan,QSF,MLH
67528,dst_unresolved:EAR|ID:6129.0,DEN,EAR
67537,src_unresolved:EAR|ID:6129.0,EAR,DEN
67542,src_unresolved:IGM|ID:6132.0,IGM,LAX
67543,src_unresolved:IGM|ID:6132.0,IGM,PGA
67544,dst_unresolved:IGM|ID:6132.0,LAX,IGM
67555,dst_unresolved:IGM|ID:6132.0,PGA,IGM
67559,dst_unresolved:SVC|ID:6135.0,PHX,SVC
67568,src_unresolved:SVC|ID:6135.0,SVC,PHX
